Title: * inversor cmos gf180mcud - ac (bode) - version ngspice
Date: Tue Sep  1 15:50:41  2026
Command: ngspice-47, Build Aug 11 2026   13:49:23
	3.832137653679160e-02,3.412457950710039e-01
	-2.520052079381301e-05,-4.090015302443797e-04
	3.464871509397992e-04,1.761055099879132e-04
293		8.511380382023682e+09,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	4.064359600202804e-02,3.338288599451397e-01
	-2.522713975986926e-05,-4.183529294274164e-04
	3.464836580650641e-04,1.802300054764574e-04
294		8.709635899560720e+09,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	4.286586578626795e-02,3.265579998719789e-01
	-2.525262203825687e-05,-4.279257917113709e-04
	3.464803067998695e-04,1.844501065263070e-04
295		8.912509381337368e+09,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	4.499229507688104e-02,3.194313366309783e-01
	-2.527701477657795e-05,-4.377252153299263e-04
	3.464770909198462e-04,1.887680477998747e-04
296		9.120108393559008e+09,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	4.702684078844204e-02,3.124469456899772e-01
	-2.530036339398587e-05,-4.477564172406571e-04
	3.464740044131793e-04,1.931861160152516e-04
297		9.332543007969818e+09,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	4.897331173889614e-02,3.056028624248323e-01
	-2.532271162936410e-05,-4.580247359737674e-04
	3.464710414740296e-04,1.977066511481173e-04
298		9.549925860214264e+09,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	5.083537284853012e-02,2.988970879319143e-01
	-2.534410158979397e-05,-4.685356345409304e-04
	3.464681964958918e-04,2.023320476623937e-04
299		9.772372209558008e+09,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	5.261654934600726e-02,2.923275944526291e-01
	-2.536457379912282e-05,-4.792947034058741e-04
	3.464654640649251e-04,2.070647557703679e-04
300		9.999999999999899e+09,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	5.432023096526230e-02,2.858923304288091e-01
	-2.538416724646642e-05,-4.903076635185838e-04
	3.464628389532555e-04,2.119072827227933e-04
